,county_state,all_pubs_tot_circ_household,tot_households_est,diff_margin_gop_2016_2012,diff_cvap_turnout_2016_2012,pct_uninsured,unemployment_rate,pct_white_nonhispanic,any_college_aggregate,fips,fips2,trump_win,margin_gop_2016,margin_gop_2012,combined_cvap_turnout_2016
244,MUHLENBERG//KY,0.0023398908051,11539.0,23.4358289956,1.690555,12.6,5.6,92.3823820627,35.4961656794,21177.0,21177.0,1,46.9185957382,23.4827667426,53.436458
245,FENTRESS//TN,0.00369660460022,7304.0,14.0347378019,1.935667,15.0,6.0,97.044225085,30.4836539223,47049.0,47049.0,1,67.4599917932,53.4252539913,51.611245
246,BANKS//GA,0.0042728521288,6553.0,4.52339651528,5.012509,17.3,4.3,88.372600349,32.5964176214,13011.0,13011.0,1,78.4048373164,73.8814408012,51.174879
247,APPLING//GA,0.00469759248385,6812.0,8.85773995876,-0.888646,20.7,5.8,69.6367486561,33.3852586702,13001.0,13001.0,1,57.9465943167,49.088854358,52.910262
248,ATOKA//OK,0.00513503233169,5258.0,17.412884061,2.665194,21.7,6.1,72.2421976125,40.9882205775,40005.0,40005.0,1,65.4338264694,48.0209424084,47.636887
249,MARSHALL//WV,0.00523251529221,13569.0,22.4285588795,2.435651,10.4,6.3,96.9057881773,44.0944209673,54051.0,54051.0,1,50.9898341359,28.5612752564,52.248567
250,GILES//TN,0.00566522085509,11297.0,16.1835963294,1.547846,12.6,4.0,84.828491485,39.5526809519,47055.0,47055.0,1,45.404676259,29.2210799296,49.849251
251,WAYNE//MO,0.00568494406749,5453.0,29.7678284995,1.559377,16.4,4.5,95.8348884079,38.3168831169,29223.0,29223.0,1,64.3778319972,34.6100034977,55.540514
252,CHEYENNE//NE,0.00569087184157,4393.0,12.395418608,0.614399,7.3,2.6,90.2153418676,66.9676124964,31033.0,31033.0,1,63.6463121033,51.2508934954,62.952298
253,BUTTS//GA,0.00591715976331,7774.0,8.16270998848,-1.180417,16.9,5.1,67.1187886543,32.3216617949,13035.0,13035.0,1,43.8007808378,35.6380708493,51.409256
254,DEKALB//TN,0.00592485549133,6920.0,21.154402258,2.394512,15.0,5.5,89.7310641874,34.7585054678,47041.0,47041.0,1,51.8443804035,30.6899781455,48.401871
255,MAGOFFIN//KY,0.00620496397118,4996.0,11.9493374307,3.144636,13.5,15.1,99.4991910008,31.1377917415,21153.0,21153.0,1,51.8677879914,39.9184505607,52.432507
256,CURRY//NM,0.0062217817421,18162.0,3.74917663853,-1.670796,15.6,5.2,50.0564389964,57.1165543317,35009.0,35009.0,1,42.3662770103,38.6171003717,37.385803
257,WAYNE//MS,0.00629095674967,7630.0,6.71882312919,-5.341685,15.2,6.4,58.500291772,40.1852405139,28153.0,28153.0,1,25.8443465492,19.12552342,62.287617
258,LAMAR//GA,0.00637536930493,6431.0,8.26708798169,-1.852071,17.5,6.1,64.6406094733,46.8097896093,13171.0,13171.0,1,38.495049505,30.2279615233,52.25479
259,RICE//KS,0.0064416387529,3881.0,7.80208540866,2.911043,13.7,3.5,84.3818653885,57.5222621465,20159.0,20159.0,1,55.6209700028,47.8188845941,52.667934
260,BARTON//KS,0.00689899168583,11306.0,5.29792282535,-1.811653,14.0,4.2,82.5760064236,52.227165376,20009.0,20009.0,1,58.9115781126,53.6136552873,51.401365
261,CALEDONIA//VT,0.00708065435013,12287.0,15.8824245847,2.778703,6.6,3.6,95.2276538114,53.971995009,50005.0,50005.0,0,-7.0337806571,-22.9162052418,59.022778
262,WALSH//ND,0.00730371272063,4929.0,26.5182645378,-3.960455,9.6,2.9,85.7155838255,50.1551991723,38099.0,38099.0,1,40.1716927141,13.6534281762,55.925071
263,KNOX//KY,0.00762011710917,12467.0,13.7934579025,3.763649,13.3,6.8,96.2274827879,29.5891054238,21121.0,21121.0,1,67.6943588034,53.9009009009,49.708903
264,FANNIN//GA,0.0080967402734,9510.0,7.25168172826,4.802286,17.7,4.9,95.413191812,42.1213129297,13111.0,13111.0,1,65.4709282557,58.2192465274,57.081538
265,DICKINSON//KS,0.00818205062644,7822.0,6.27534230475,2.719718,8.5,3.9,91.6683746669,53.4866358071,20041.0,20041.0,1,53.9835164835,47.7081741788,57.293665
266,TEXAS//OK,0.00822528927924,7173.0,-5.20416178007,5.809092,20.2,3.1,47.7302204929,41.275682306,40139.0,40139.0,1,65.1533529718,70.3575147518,56.06606
267,KLAMATH//OR,0.00856995733412,27188.0,6.57637756697,4.977167,13.1,6.1,79.6580367429,58.1577046812,41035.0,41035.0,1,44.7674418605,38.1910642935,61.382169
268,QUAY//NM,0.00866447564984,3347.0,11.607767819,0.760478,11.3,6.5,51.494596459,45.1217519202,35037.0,35037.0,1,33.5774647887,21.9696969697,55.174637
269,TODD//SD,0.00913408841798,2737.0,11.2851468821,-6.688744,30.4,6.0,10.0181050091,54.7860243953,46121.0,46121.0,0,-47.9058823529,-59.1910292351,35.253644
270,HEARD//GA,0.00922509225092,4336.0,9.40697518453,0.272015,16.4,5.6,84.9014375484,33.3162217659,13149.0,13149.0,1,62.4583927722,53.0514175877,47.733644
271,YALOBUSHA//MS,0.00960595961576,5101.0,8.67190546472,-3.913969,12.9,5.3,58.815927631,39.8841196642,28161.0,28161.0,1,13.0736216573,4.40171619259,63.212013
272,ELLIS//KS,0.00962268928843,11847.0,4.62053215791,1.28035,9.0,2.8,90.4804608009,65.6724078932,20051.0,20051.0,1,48.3876500858,43.7671179279,53.873283
273,PEMBINA//ND,0.0100456621005,3285.0,29.153425059,-0.844925,7.6,3.9,92.783791285,50.9833874356,38067.0,38067.0,1,49.2402198513,20.0867947923,56.834555
274,NEWTON//MS,0.0109848957683,8011.0,7.91036015088,-2.282042,14.6,5.2,62.3090061395,52.4049539171,28101.0,28101.0,1,39.3297649523,31.4194048014,58.683109
275,GOGEBIC//MI,0.0111259457054,6741.0,23.0642015326,0.75649,13.2,5.8,90.1415571284,53.9848749273,26053.0,26053.0,1,14.9596608779,-8.1045406547,57.805389
276,EMERY//UT,0.0113282356273,3531.0,-0.995063900597,0.029129,13.0,4.4,93.2326621924,57.2907153729,49015.0,49015.0,1,70.9125029322,71.9075668328,61.537361
277,UPSON//GA,0.0114184466975,10159.0,5.85728796862,-1.54345,15.9,6.3,67.9282267793,41.2097355436,13293.0,13293.0,1,34.9414134017,29.0841254331,53.897852
278,CLAY//KY,0.0115479434281,7707.0,6.95102096101,-2.103874,11.4,7.9,92.7323943662,26.7779341779,21051.0,21051.0,1,75.5545696539,68.6035486929,42.296574
279,MONROE//IN,0.0119819071356,54165.0,-7.20384536716,-0.581342,11.0,3.9,84.7841352771,70.0450790773,18105.0,18105.0,0,-23.6988702428,-16.4950248756,50.950992
280,HYDE//NC,0.0121951219512,2050.0,12.9316865352,-0.608689,17.5,9.8,58.5631477253,44.2168674699,37095.0,37095.0,1,14.0343158821,1.1026293469,51.445371
281,LAWRENCE//IN,0.0122742511085,18494.0,18.7139445808,3.686291,14.4,4.9,96.0907146287,44.3941003687,18093.0,18093.0,1,51.4992660935,32.7853215127,54.295611
282,SUMTER//GA,0.012277470841,11403.0,6.21056329156,-2.616953,15.8,7.4,40.2239969455,45.1455073646,13261.0,13261.0,0,-2.2327531213,-8.44331641286,48.30851
283,LOGAN//KY,0.0123275068997,10870.0,13.4607954038,1.812005,14.3,3.6,88.6075006517,38.0054794521,21141.0,21141.0,1,46.0994860499,32.6386906461,53.809607
284,BROWN//SD,0.0125656414104,15996.0,19.157617214,8.895379,7.6,2.3,89.9054125066,59.2574983161,46013.0,46013.0,1,25.8238689257,6.66625171169,65.595871
285,VAN BUREN//IA,0.0129076086957,2944.0,29.030350808,2.275795,13.5,3.2,97.1071044133,45.5086372361,19177.0,19177.0,1,47.6744186047,18.6440677966,64.727968
286,METCALFE//KY,0.0137195121951,3936.0,24.5847844889,5.466897,17.0,3.5,93.9409113671,34.8720161058,21169.0,21169.0,1,54.4844020797,29.8996175908,60.49462
287,LASSEN//CA,0.0139074894406,9707.0,11.5619544282,5.860459,10.2,6.1,65.939653852,51.1525565801,6035.0,6035.0,1,51.3337171368,39.7717627087,46.826705
288,JENNINGS//IN,0.0139530498727,10607.0,30.2946448962,3.865617,12.0,4.1,95.4611745456,36.4346476914,18079.0,18079.0,1,52.7035537562,22.40890886,52.6748
289,LINCOLN//WY,0.0139767544505,6797.0,-0.755435846526,-1.636911,10.7,3.8,92.7877265779,61.9259993393,56023.0,56023.0,1,67.5637056442,68.3191414907,64.945143
290,NOXUBEE//MS,0.0140152446521,4067.0,0.529760249284,-8.619744,19.2,7.2,26.5278650274,34.7903780069,28103.0,28103.0,0,-56.861682918,-57.3914431673,68.466878
291,NESHOBA//MS,0.0141553361892,10738.0,3.83043977724,-1.87788,17.6,5.3,59.2900889927,45.0907723708,28099.0,28099.0,1,47.3749760491,43.5445362718,50.585598
292,SCREVEN//GA,0.0143667296786,5290.0,9.16593813611,-4.421538,19.4,6.7,54.9697310995,38.7937453462,13251.0,13251.0,1,17.6346727496,8.46873461349,52.049989
293,LOWNDES//MS,0.0143962183068,23270.0,4.81394581734,-3.54647,15.7,5.3,52.6692239401,53.9947096741,28087.0,28087.0,1,6.28107721071,1.46713139337,57.397795
294,SALINE//KS,0.0144260830728,22390.0,2.1812254018,1.850343,12.6,3.4,80.8648066744,56.2906309751,20169.0,20169.0,1,34.3440535697,32.1628281679,54.888058
295,OREGON//MO,0.0144263796657,4367.0,26.9160899,4.95975,16.7,5.0,94.4621550232,41.9153906047,29149.0,29149.0,1,60.0986277873,33.1825378874,57.135677
296,WARREN//KY,0.0144314451275,45387.0,2.35450876706,4.798692,11.7,3.1,80.5641025641,56.4668726018,21227.0,21227.0,1,24.1800231328,21.8255143658,55.457872
297,FORD//KS,0.0144578313253,11205.0,2.88408959678,1.667526,19.3,3.1,41.8188627067,46.3651525557,20057.0,20057.0,1,39.8922558923,37.0081662955,49.544701
298,MARION//AL,0.0149441560485,12714.0,14.690807508,4.305583,11.8,6.4,91.8089972686,43.6212471132,1093.0,1093.0,1,76.2159231722,61.5251156642,55.023646
299,SWEETWATER//WY,0.0153486420049,16679.0,13.8128298547,3.376687,13.5,5.2,79.8512463147,55.1084134447,56037.0,56037.0,1,53.538202989,39.7253731343,57.411987
300,JASPER//MS,0.0157136621563,6873.0,5.72273094628,-7.3147,13.2,6.7,45.8162527128,42.5580982792,28061.0,28061.0,0,-3.95606991025,-9.67880085653,66.607505
301,OWEN//IN,0.0157839354612,8553.0,21.7363522858,3.437835,16.1,4.4,96.6166477916,39.6396999732,18119.0,18119.0,1,49.3544600939,27.6181078081,52.806425
302,FINNEY//KS,0.0157936507937,12600.0,-4.52874271005,3.948632,15.0,2.9,44.2652088439,48.8205794948,20055.0,20055.0,1,32.3604973795,36.8892400896,46.673226
303,CARBON//WY,0.0165356908972,6108.0,18.8633787839,0.500286,13.9,3.8,78.4230256052,55.2405015909,56007.0,56007.0,1,50.4838709677,31.6204921839,56.312472
304,LANDER//NV,0.0165562913907,2114.0,10.7410303504,9.711427,17.6,5.6,65.1698620922,43.4679958027,32015.0,32015.0,1,59.0551181102,48.3140877598,62.239659
305,DAVIESS//KY,0.0166337969691,38536.0,11.113244594,3.832895,9.4,3.9,89.4034001202,50.1654553422,21059.0,21059.0,1,32.2259136213,21.1126690273,61.32468
306,CHOCTAW//OK,0.016880486158,5924.0,16.8888079091,3.82545,24.7,8.0,62.3478835979,40.0644783118,40023.0,40023.0,1,57.9073629821,41.018555073,48.688367
307,JEFFERSON//MS,0.0168958742633,2545.0,4.03811250187,-5.929679,14.4,10.9,13.8281044028,40.1749389748,28063.0,28063.0,0,-73.80150298,-77.8396154819,69.175327
308,NELSON//ND,0.0170827858081,1522.0,23.111192274,3.551167,9.3,2.7,94.5866141732,60.0085178876,38063.0,38063.0,1,28.8665879575,5.75539568345,71.170914
309,GRAND FORKS//ND,0.0171101995021,28521.0,15.0245883015,-0.562168,7.3,2.0,86.2958291654,68.1378476421,38035.0,38035.0,1,18.5015650769,3.47697677541,56.052738
310,OHIO//WV,0.0175467188179,18408.0,9.02595376596,5.113584,9.8,4.5,92.3711529207,56.5670126723,54069.0,54069.0,1,31.5674280263,22.5414742603,55.96813
311,MERCER//IL,0.0175571363705,6607.0,28.0388670185,0.619852,5.2,5.1,96.1879927982,49.7670739211,17131.0,17131.0,1,20.6605678983,-7.37829912023,68.733352
312,ADAMS//MS,0.0176311793487,11854.0,3.33388564674,-5.272758,19.0,7.2,37.9061258951,44.7716773276,28001.0,28001.0,0,-14.7044375307,-18.0383231774,58.286691
313,DUNKLIN//MO,0.017666164937,12623.0,23.4030256124,1.766154,16.7,6.7,81.6709967683,34.4399942093,29069.0,29069.0,1,53.5842632873,30.1812376749,48.515007
314,CHAVES//NM,0.0176756895227,23422.0,3.9633861915,-1.183617,17.2,6.7,41.6055066782,51.0906081114,35005.0,35005.0,1,36.4055756734,32.4421894819,44.428957
315,NORTHAMPTON//NC,0.0177288528389,8630.0,8.65791110785,-2.601624,15.9,7.1,38.5559944791,40.3846153846,37131.0,37131.0,0,-26.1960864666,-34.8539975744,61.428618
316,BOURBON//KS,0.0180212014134,5660.0,16.9770507495,-0.509709,10.0,4.5,90.9802862544,58.2192496604,20011.0,20011.0,1,50.8279824265,33.850931677,56.036896
317,SULLIVAN//MO,0.0183121019108,2512.0,27.6178641572,-0.230652,15.2,4.3,78.9312039312,36.7054610564,29211.0,29211.0,1,54.6698872786,27.0520231214,56.198025
318,COFFEE//GA,0.0185042943928,14321.0,10.4153958195,-3.049788,23.5,5.4,59.3377206241,38.3307121173,13069.0,13069.0,1,39.4717904433,29.0563946238,45.079061
319,HERTFORD//NC,0.0187261588256,8651.0,6.6056142038,-4.814404,13.2,6.2,33.712245568,46.9165874525,37091.0,37091.0,0,-37.6732673267,-44.2788815305,53.154427
320,BERTIE//NC,0.0187634989201,7408.0,6.71756433319,-3.727246,15.0,6.1,34.7987133249,34.9908418696,37015.0,37015.0,0,-25.170575693,-31.8881400262,58.088368
321,SWITZERLAND//IN,0.0189142716777,4071.0,31.9321487212,3.265691,15.4,4.3,96.5904761905,37.7321048901,18155.0,18155.0,1,44.7375652652,12.805416544,47.112033
322,RENO//KS,0.0189664103279,25097.0,4.48848913592,3.270739,12.7,4.3,85.1993505885,59.527929674,20155.0,20155.0,1,35.9518935517,31.4634044158,54.04036
323,EARLY//GA,0.0190906807335,3981.0,11.9440353185,-5.861187,17.7,6.1,47.0271292183,41.01728535,13099.0,13099.0,1,8.09284818068,-3.85118713778,62.266016
324,DEL NORTE//CA,0.0191082802548,9420.0,6.78440509784,4.259786,11.5,7.0,63.2719159349,50.8226037196,6015.0,6015.0,1,17.6156393548,10.8312342569,45.072034
325,PAWNEE//KS,0.0192006269592,2552.0,7.1127922291,0.932712,10.9,3.3,84.8791781218,61.0319213009,20145.0,20145.0,1,50.1537279016,43.0409356725,48.687795
326,GRADY//GA,0.019309600863,9270.0,6.45882752034,-0.659067,23.0,5.3,59.1015330983,38.8354732756,13131.0,13131.0,1,33.1120060956,26.6531785752,52.979904
327,FRANKLIN//TN,0.0193841246473,16302.0,14.7871150052,-0.064785,10.6,5.1,89.2337984345,45.7725321888,47051.0,47051.0,1,43.720589134,28.9334741288,50.45796
328,OBION//TN,0.0195815238847,12665.0,13.4060154946,0.549871,13.5,7.1,83.9763564522,40.8604144453,47131.0,47131.0,1,58.0872126319,44.6811971373,52.010536
329,CHASE//NE,0.0199882422105,1701.0,6.89201077926,3.889716,13.0,1.8,87.4262253015,55.7518932564,31029.0,31029.0,1,78.3360345759,71.4440237966,70.715261
330,GATES//NC,0.0199909132213,4402.0,13.020308444,0.924075,10.7,5.3,62.5554418287,47.06816516,37073.0,37073.0,1,9.00900900901,-4.01129943503,59.732366
331,INDIAN RIVER//FL,0.0201642888024,57825.0,2.15421853152,0.417096,17.0,5.9,76.4520599723,58.0081191301,12061.0,12061.0,1,24.4902812371,22.3360627056,66.248757
332,CALDWELL//KY,0.0202153788022,5293.0,19.3533303311,2.899086,11.1,4.4,91.3612973647,41.9971120738,21033.0,21033.0,1,54.3703951775,35.0170648464,61.580169
333,RUSSELL//KS,0.0203766594628,3239.0,5.21301564435,0.190734,9.0,3.9,93.5746994848,56.8651032271,20167.0,20167.0,1,66.3913595934,61.178343949,59.157526
334,MONROE//KY,0.0209318028359,4443.0,14.1277308004,4.146844,10.6,3.5,93.6182071528,32.9237344731,21171.0,21171.0,1,73.6726106993,59.5448798989,62.127495
335,WARREN//NC,0.0209799155686,7817.0,2.79276366378,-0.126802,16.3,7.4,38.2108657416,43.0441565489,37185.0,37185.0,0,-33.2510125457,-36.0437762095,62.240762
336,LUMPKIN//GA,0.021017499549,11086.0,-0.50473490799,4.437789,15.3,4.6,90.9478994858,56.3858559551,13187.0,13187.0,1,60.0210970464,60.5258319544,49.662009
337,MISSISSIPPI//MO,0.0210221793635,5185.0,18.3116213353,3.526479,20.0,5.6,72.3184121622,32.3815309842,29133.0,29133.0,1,41.4714424008,23.1598210655,48.485178
338,MARTIN//KY,0.0210648148148,4320.0,11.3250154349,3.537348,15.1,7.9,93.1517694561,32.3331431831,21159.0,21159.0,1,79.4735509997,68.1485355649,41.894892
339,UINTAH//UT,0.0212184682634,10981.0,-12.4337495957,3.696609,16.2,6.8,82.1561546429,52.09898365,49047.0,49047.0,1,68.8814717069,81.3152213026,54.38571
340,TEXAS//MO,0.021567768776,9134.0,21.2582331289,0.719667,16.1,5.3,91.3269865941,38.8643818573,29215.0,29215.0,1,65.3589391861,44.1007060572,54.29467
341,CRITTENDEN//KY,0.0215712383489,3755.0,17.4743988072,3.557617,15.6,4.0,96.7469095641,42.0475602224,21055.0,21055.0,1,66.2289395441,48.7545407369,57.626206
342,GRANT//IN,0.0217547305208,26477.0,17.5331102065,1.492375,13.1,4.3,85.7959823502,44.8391391169,18053.0,18053.0,1,39.5419786838,22.0088684773,48.162976
343,BARREN//KY,0.0218505212321,16979.0,16.5103751735,15.534812,12.8,3.9,90.8957483984,39.691971451,21009.0,21009.0,1,49.8457207817,33.3353456082,67.127156
344,GILMER//GA,0.0219390077378,10985.0,3.66718772009,4.405123,22.4,5.5,86.2658249922,42.6102155758,13123.0,13123.0,1,66.9393534178,63.2721656977,56.248456
345,SAN MIGUEL//CO,0.0220543806647,3310.0,-1.66124727689,-3.051138,13.3,5.3,87.3501823867,76.5432098765,8113.0,8113.0,0,-44.7691950823,-43.1079478055,72.081172
346,THOMAS//GA,0.0222605694564,17385.0,3.33356858165,-1.791853,18.2,6.1,57.8194717116,48.3696190822,13275.0,13275.0,1,21.8206086492,18.4870400676,55.503142
347,PULASKI//MO,0.0222870100421,15435.0,15.6598242443,-0.189239,13.0,4.7,70.2093819583,58.5300091043,29169.0,29169.0,1,51.7146470282,36.0548227839,33.799583
348,WARREN//IL,0.0224044516035,6829.0,22.467191984,0.749672,8.1,4.6,85.7409185922,52.7794535896,17187.0,17187.0,1,16.6753246753,-5.79186730872,59.419376
349,BARTHOLOMEW//IN,0.0224457697097,30518.0,7.8794334374,5.567687,11.4,3.0,84.9084138486,55.9830653885,18005.0,18005.0,1,33.3323041773,25.4528707399,58.517271
350,WHITE//GA,0.0224460940262,11316.0,2.00313107533,2.643678,16.3,4.2,92.6271094959,54.0821068939,13311.0,13311.0,1,68.6347803925,66.6316493172,51.564521
351,HUMPHREYS//MS,0.0225711481845,3057.0,3.98398498827,-9.637427,19.8,8.9,22.0057880677,35.670139502,28053.0,28053.0,0,-48.0133370381,-51.9973220263,69.631046
352,HUMBOLDT//NV,0.0227679297447,6149.0,12.6432621099,7.716796,17.8,4.5,66.3795628992,46.47102526,32013.0,32013.0,1,48.733094979,36.0898328691,57.716757
353,FREMONT//ID,0.0227831136922,4477.0,-10.4105713731,-3.673441,15.3,3.0,85.2761684048,54.9975562072,16043.0,16043.0,1,60.2030101505,70.6135815236,64.000183
354,BELL//KY,0.023088023088,11088.0,10.5109767271,2.49575,13.9,7.4,94.6046511628,30.6022983788,21013.0,21013.0,1,62.2194770434,51.7085003164,45.684364
355,QUITMAN//MS,0.0232558139535,3053.0,4.3317035672,-7.097596,21.4,8.3,28.3468625177,38.2716049383,28119.0,28119.0,0,-38.9203698181,-43.2520733853,61.542922
356,NEWTON//AR,0.0232628398792,3310.0,16.9400296108,2.327812,14.3,3.4,94.3864878291,39.5509790682,5101.0,5101.0,1,58.3221656392,41.3821360284,59.323138
357,CALHOUN//FL,0.0234113712375,4784.0,12.3015093913,-0.05477,20.6,5.3,77.037290455,37.7881076893,12013.0,12013.0,1,56.2221855942,43.9206762029,54.718912
358,MIAMI//IN,0.0237769674871,13164.0,22.7322947226,2.947348,12.2,4.0,89.7986799591,42.0429460165,18103.0,18103.0,1,53.6383928571,30.9060981345,48.294586
359,RED LAKE//MN,0.0240818783865,1661.0,29.5747382155,-1.978862,6.2,6.6,93.1297709924,50.9097395648,27125.0,27125.0,1,32.1218599679,2.54712175242,62.912363
360,LONG//GA,0.0241179988041,5017.0,7.96100760355,-2.118462,16.3,5.3,59.2175066313,48.2538718494,13183.0,13183.0,1,30.8347529813,22.8737453777,32.212916
361,POINSETT//AR,0.0242300236916,9286.0,-10.1138852222,1.381642,16.5,3.7,87.8934324659,34.3473994112,5111.0,5111.0,1,24.0583002082,34.1721854305,42.866302
362,MCINTOSH//GA,0.0243580060423,5296.0,11.4859180519,-5.288774,17.4,5.4,61.2693653173,45.5868182694,13191.0,13191.0,1,20.0916341422,8.60571609032,51.451856
363,LYMAN//SD,0.0243902439024,1394.0,21.8817348262,-6.292283,21.3,4.2,57.7013291634,51.9619991739,46085.0,46085.0,1,42.7867698804,20.9050350542,51.702154
364,CRAIGHEAD//AR,0.02450676583,38724.0,4.18331231187,2.195722,15.1,2.7,78.294825903,54.6892514634,5031.0,5031.0,1,35.2436513384,31.0603390265,45.568049
365,MAVERICK//TX,0.0246412975671,16030.0,2.2558430512,9.300991,33.0,9.5,3.14599985853,36.6608969315,48323.0,48323.0,0,-55.791875184,-58.0477182352,45.442837
366,LESLIE//KY,0.0248192771084,4150.0,-0.363213143244,-2.279502,12.1,10.9,98.5723379103,31.2791299845,21131.0,21131.0,1,80.566079786,80.9292929293,54.679865
367,PERSON//NC,0.0248976142495,15383.0,6.36518829133,1.663,13.0,5.1,66.3771585757,47.5661858682,37145.0,37145.0,1,17.3237320624,10.958543771,65.953726
368,CASEY//KY,0.0250626566416,6384.0,10.5543836059,3.689498,17.0,4.1,95.2488404162,35.2398190045,21045.0,21045.0,1,73.2370301336,62.6826465277,53.419793
369,CASS//IN,0.0252147028513,14555.0,20.3214283471,1.814359,15.7,4.3,81.7574591953,42.0543385711,18017.0,18017.0,1,42.0162716661,21.694843319,55.228972
370,SCOTLAND//MO,0.0253916801729,1851.0,27.796395216,0.273561,28.4,3.4,97.7426636569,39.3110109466,29199.0,29199.0,1,58.9430894309,31.1466942149,55.870908
371,CHAUTAUQUA//KS,0.0256904303147,1557.0,8.61153511668,-1.878714,14.3,5.3,87.5,49.9607535322,20019.0,20019.0,1,71.3279132791,62.7163781625,56.221545
372,SMITH//MS,0.0261298274445,6085.0,6.37737465513,-3.018445,13.8,4.7,74.6816755859,39.3405979324,28129.0,28129.0,1,56.630492324,50.2531176688,63.012427
373,BRANTLEY//GA,0.0261358456162,6581.0,11.5761719374,1.594481,26.3,6.2,92.6078473878,33.3665090819,13025.0,13025.0,1,78.6316626889,67.0554907515,45.367503
374,JEFFERSON//ID,0.0261663786719,8102.0,-10.4606818962,-1.551503,14.1,3.0,87.2349955211,57.1156498325,16051.0,16051.0,1,65.0335628977,75.494244794,67.191118
375,ASHLAND//WI,0.0261982732956,6718.0,21.887320457,-1.836073,9.7,4.8,83.1176139561,57.3172987974,55003.0,55003.0,0,-8.93262679788,-30.8199472549,66.401464
376,LINCOLN//KY,0.0262026612078,9770.0,15.3864290471,1.702833,14.8,5.0,94.4158706833,33.5616438356,21137.0,21137.0,1,57.2789115646,41.8924825175,50.97872
377,DENT//MO,0.0263513513514,5920.0,18.5302090642,1.846474,18.8,4.7,95.208813733,38.495412844,29065.0,29065.0,1,68.176453231,49.6462441668,57.339388
378,CRISP//GA,0.026446471879,8659.0,8.92362848633,1.980346,18.6,5.8,51.0337136485,42.5055345748,13081.0,13081.0,1,22.72,13.7963715137,44.618028
379,UNION//OR,0.026456071076,10130.0,10.5864568629,2.868343,12.0,5.2,89.741697417,58.8978588979,41061.0,41061.0,1,41.3718411552,30.7853842923,64.45905
380,RICHMOND//NC,0.0265966090678,18461.0,12.8188546518,1.098835,18.0,7.0,57.920340529,44.1700602704,37153.0,37153.0,1,10.1472386116,-2.67161604015,58.327019
381,ST. CLAIR//MO,0.026899128269,4015.0,21.6987465905,2.103537,18.0,5.4,94.8004201681,35.7102513414,29185.0,29185.0,1,55.3995680346,33.700821444,62.783575
382,ST. LUCIE//FL,0.0269328439823,107898.0,10.2992260198,4.519505,18.6,5.5,59.7588244689,52.0555973393,12111.0,12111.0,1,2.44153740114,-7.85768861867,63.351882
383,SPALDING//GA,0.027072236651,22717.0,4.22206113315,-0.142521,16.6,6.3,60.0457157171,42.4612339162,13255.0,13255.0,1,24.2444101773,20.0223490442,53.314167
384,MCCREARY//KY,0.0270830014338,6277.0,14.0563843053,1.867938,11.8,6.2,89.8894505861,31.9266802444,21147.0,21147.0,1,75.3291753292,61.2727910238,42.887601
385,BAKER//OR,0.027094972067,7160.0,11.7937263955,2.293438,11.1,5.8,91.7954149016,57.5911359215,41001.0,41001.0,1,51.6452411841,39.8515147886,68.859184
386,BULLOCH//GA,0.0273270055113,26128.0,4.36539443413,-0.448126,16.4,5.4,63.977841019,58.8218398308,13031.0,13031.0,1,23.4524450333,19.0870505992,42.315775
387,SIMPSON//KY,0.0273811276314,6793.0,14.9305773507,1.473159,12.8,3.7,85.3648892906,41.9252849655,21213.0,21213.0,1,38.9819245082,24.0513471576,55.319679
388,CHOCTAW//MS,0.0275507114744,3303.0,6.43749668605,-2.579892,13.5,4.8,67.5963610247,45.5709524645,28019.0,28019.0,1,38.9303482587,32.4928515727,64.153355
389,TOWNER//ND,0.0279162512463,1003.0,28.3645694494,1.77123,7.8,1.9,88.7968613775,58.7022437841,38095.0,38095.0,1,37.6429199648,9.27835051546,65.841818
390,LATAH//ID,0.0279177718833,15080.0,-0.339799424557,5.794376,8.9,2.8,89.9267064869,75.733196127,16057.0,16057.0,0,-4.61809765238,-4.27829822782,61.716878
391,CHEROKEE//NC,0.0280400302115,10592.0,10.8373273044,2.46771,18.9,5.4,91.6469806585,49.6654456654,37039.0,37039.0,1,57.012987013,46.1756597085,61.577398
392,CHOCTAW//AL,0.0281614349776,5575.0,9.08008205962,-4.257536,13.4,8.6,55.8939902949,39.5636668764,1023.0,1023.0,1,13.66263071,4.58254865035,70.85548
393,ALLEGHANY//NC,0.0283018867925,4770.0,11.8363647814,2.328831,17.9,5.6,87.2605627349,46.8395461912,37005.0,37005.0,1,47.7368622938,35.9004975124,63.273454
394,TAOS//NM,0.0287356321839,13224.0,8.16848506503,1.742578,16.2,8.1,35.9469386516,62.0617456277,35055.0,35055.0,0,-52.0435244161,-60.2120094812,62.452817
395,BUTLER//MO,0.0288105200239,16730.0,14.8901052027,2.05856,13.3,4.6,89.453097716,44.5447423102,29023.0,29023.0,1,61.5772980501,46.6871928474,53.779668
396,PIKE//KY,0.028862348798,26124.0,12.2216850003,5.042416,11.2,8.8,97.2096982691,37.0817655409,21195.0,21195.0,1,62.7633234566,50.5416384563,51.955456
397,WASHINGTON//LA,0.0289706884799,17604.0,8.56712045576,0.078732,17.3,6.1,65.8991322279,36.3039040572,22117.0,22117.0,1,36.8488884116,28.2817679558,53.451985
